name,supported_socket,type
"PHANTEKS Glacier One 280 MPH , D-RGB - black","1700, 1200, 1150, 1151, 1155, 1156, 2011-V3, 2011, 2066, AM4, sTRX4, TR4",AIO
"PHANTEKS Glacier One 360 MP , D-RGB - black","1200, 1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM4, TR4, sTRX4",AIO
"PHANTEKS Glacier One 360 MPH , D-RGB - black","1700, 1200, 1150, 1151, 1155, 1156, 2011-V3, 2011, 2066, AM4, sTRX4, TR4",AIO
"PHANTEKS Glacier One 360 MPH , D-RGB - white","1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 2011, 2066, AM4, sTRX4, TR4",AIO
"PHANTEKS Glacier One 360 T30 Gen2 , D-RGB - black","1154, 1700, 1200, 1150, 1152, 1151, 1155, 1156, AM5, AM4",AIO
Phanteks PH-TC12DX 120mm PWM,"1150,2011,1150,1155,1156,1366,775, FM2,FM1,AM3+,AM3,AM2+,AM2",Air
Phanteks PH-TC12DX_BK 2 x 120mm PWM,"1150 , 2011 , 1150 , 1155 , 1156 , 1366 , 775, FM2 , FM1 , AM3+ , AM3 , AM2+ , AM2",Air
PHANTEKS PH-TC12LS  mit RGB Halos - 120mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
"PHANTEKS PH-TC12LS HTPC  - 120mm, black","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
"PHANTEKS PH-TC14CS  - 140mm, blue","1150, 1151, 1155, 1156, 1366, 775, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",Air
"PHANTEKS PH-TC14PE  - 140mm, orange","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 775, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",Air
"PHANTEKS PH-TC14PE  - 140mm, black","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
"PHANTEKS PH-TC14PE  - 140mm, silver","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Phanteks PH-TC14PE 140mm UFB (Updraft Floating Balance),"1150 ,  2011 ,  1155 ,  1156 ,  1366 , 775, FM1,AM3+,AM3,AM2+,AM2",Air
Phanteks PH-TC14PE_BK 140mm UFB (Updraft Floating Balance),"2011 ,  1150,1155 ,  1156 ,  1366 , 775, FM1,AM3+,AM3,AM2+,AM2",Air
"PHANTEKS PH-TC14S Slim  - 140mm, black","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Phononic Hex 2.0 thermoelektrischer  - 92 mm,"1150, 1151, 1155, 1156, 2011, 2011-V3, 2066, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Prolimatech Basic 48  - 92mm,"1150, 1151, 1155, 1156, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",Air
Prolimatech Black Series Genesis,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Prolimatech Blue Series Megahalems,"1150, 1151, 1155, 1156, 1366, 2011, 775",Air
Prolimatech Genesis,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
"Prolimatech Genesis ""Dual Viper Edition""","1150, 1151, 1155, 1156, 1366, 2011, 775, AM2, AM3, AM3+, FM1, FM2",Air
Prolimatech Megahalems  Rev.C,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Prolimatech Samuel 17 Processor Kühler,"1150, 1151, 1155, 1156, 1366, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
"Raijintek Aidos Black, Heatpipe , PWM - 92mm","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
"Raijintek Aidos Heatpipe , PWM - 92mm","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Raijintek Processor Kühler AIDOS II,"1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 2011, 2066, AM4, AM3+, AM3",Air
Raijintek Processor Kühler ELEOS 12 DUO RBW,"2066, 2011-V3, 2011, 1700, 1366, 1200, 1150, 1151, 1155, 1156, AM4, AM3+, AM3",Air
Raijintek Processor Kühler ELEOS 12 EVO RBW,"1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 2011, 2066, AM4, AM3+, AM3",Air
Raijintek Processor Kühler THEMIS II,"1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 2011, 2066, AM4, AM3+, AM3",Air
Raijintek Delos RBW Rainbow RGB LED  - 3x 92mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
Raijintek ELEOS RBW,"1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 2011, 2066, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM2, FM1",Air
Raijintek EreBoss CORE,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
"Raijintek EreBoss Heatpipe , PWM - 140mm","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Raijintek Juno Pro ADD  - adressable RGB LED,"1150, 1151, 1155, 1156, 1366, 754, 775, 939, 940, AM2, AM3, AM3+, AM4",Air
Raijintek Juno Pro RBW  - RGB LED,"1150, 1151, 1155, 1156, 1366, 754, 775, 939, 940, AM2, AM3, AM3+, AM4",Air
Raijintek Juno-X  - blaue LED,"1150, 1151, 1155, 1156, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
Raijintek Juno-X  - grüne LED,"1150, 1151, 1155, 1156, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
Raijintek Juno-X  - RGB LED,"1150, 1151, 1155, 1156, 754, 775, 939, 940, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
Raijintek Juno-X  - rote LED,"1150, 1151, 1155, 1156, 754, 775, 939, 940, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
Raijintek Juno-X  - black,"1150, 1151, 1155, 1156, 754, 775, 939, 940, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
"Raijintek Leto , black, RGB-LED - 120mm","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
"Raijintek Leto Heatpipe , blaue LED - 120mm","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4",Air
"Raijintek Leto Heatpipe , rote LED - 120mm","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
"Raijintek Leto Heatpipe , weiße LED - 120mm","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
"Raijintek Leto Pro , black, RGB-LED - 2x120mm","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
"Raijintek Leto Pro , black, weisse LED - 2x120mm","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
Raijintek Mya RBW Rainbow LED  - 120mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4",Air
Raijintek Orcus RGB,"1150, 1151, 1155, 1156, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM2, FM2+",AIO
Raijintek Orcus RGB,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM2, FM2+",AIO
Raijintek Orcus RGB,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM2, FM2+",AIO
Raijintek Orcus RGB Rainbow,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM2, FM2+",AIO
Raijintek Orcus RGB Rainbow,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",AIO
Raijintek Orcus RGB Rainbow,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",AIO
Raijintek Orcus RGB Rainbow,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4",AIO
Raijintek Orcus RGB Rainbow,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4",AIO
Raijintek Pallas 120  - 120mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4",Air
"Raijintek Pallas 120 RGB , PWM - 120mm","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
"Raijintek Pallas Heatpipe , PWM - 140mm","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
"Raijintek Rhea Heatpipe , PWM - 92mm","1150, 1151, 1155, 1156",Air
"Raijintek Themis Black, Heatpipe , PWM - 120mm","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
"Raijintek Themis Evo Heatpipe , PWM - 120mm","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
"Raijintek Themis Heatpipe , PWM - 120mm","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Raijintek Tisis CORE Heatpipe,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
"RAIJINTEK Tisis Heatpipe , PWM - 140mm","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
"Raijintek Zelos Heatpipe , PWM - 90mm","1150, 1151, 1155, 1156, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
"Sapphire Nitro+ S240-A , ARGB, black - 240 mm","1700, 1200, 1150, 1151, 1155, 1156, 2011-V3, 2011, 2066, AM4",AIO
"Sapphire Nitro+ S360-A , ARGB, black - 360 mm","1700, 1200, 1150, 1151, 1155, 1156, 2011-V3, 2011, 2066, AM4",AIO
Sapphire Vapor-X  - 120 mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 775, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",Air
Scythe Byakko  - 92mm,"1150, 1151, 1155, 1156, 1366, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
Scythe Choten - 120mm,"775, 115x, 1200, 1366, AM2(+), AM3(+), AM4, FM1, FM2(+)",Air
Scythe Choten TUF Gaming Alliance,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
Scythe Grand Kama Cross 3,"478, 775, 754, 939, 940, 1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",Air
Scythe Iori  - 100mm,"1150, 1151, 1155, 1156, 1366, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
Scythe Kabuto 3 Processor Cooler,"775, 1150, 1151, 1155, 1156, 1366, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, AM4",Air
Scythe Kodati Rev.B  - 80mm,"1150, 1151, 1155, 1156, 775, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",Air
Scythe Kotetsu,"775, 1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",Air
Scythe Kotetsu Mark II,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
Scythe Kotetsu Mark II Rev. B,"2066, 2011-V3, 2011, 1366, 1200, 1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM2, FM1",Air
Scythe Kotetsu Mark II TUF Gaming Alliance,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
Scythe Mugen 5 ARGB Plus  - 2x 120mm,"1150, 1151, 1155, 1156, 1366, 2011-V3, 2011, 2066, 775, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1",Air
Scythe Mugen 5 Black Edition Rev. C,"2066, 2011-V3, 1700, 1200, 1150, 1151, 1155, 1156, AM4, AM3, AM2, FM2, FM1",Air
Scythe Mugen 5 Black RGB - 120mm,"1150, 1151, 1155, 1156, 1366, 2011-V3, 2011, 2066, 775, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1",Air
"Scythe Mugen 5 Rev. B ""PCGH Edition"" - 2x120mm","2066, 2011-V3, 1700, 1200, 1150, 1152, 1151, 1155, 1156, AM5, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM2, FM1",Air
Scythe Mugen 6,"2066, 2011-V3, 1700, 1200, 1156, 1155, 1151, 1150, AM5, AM4",Air
Scythe Mugen 6 Black Edition,"2066, 2011-V3, 1700, 1200, 1156, 1155, 1151, 1150, AM5, AM4",Air
Scythe SCBSK-2100 Big Shuriken 2 Rev. B,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Scythe SCBSK-3000R Big Shuriken 3 RGB  - 120mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
Scythe SCKTN-4000 Katana 4,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 754, 775, 939, 940, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
Scythe SCKTN-5000 Katana 5,"1150, 1151, 1155, 1156, 1366, 754, 775, 939, 940, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
Scythe SCKZT-1000 Kozuti,"1150, 1151, 1155, 1156, 1366, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Scythe SCMG-4000 Mugen 4,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 775, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",Air
Scythe SCMG-4PCGH Mugen 4 ´´PCGH Edition´´,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 775, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",Air
Scythe SCMG-5000 Mugen 5,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 775, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",Air
Scythe SCMG-5100 Mugen 5 Rev.B  - 120mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
"Scythe SCMG-5100TUF Mugen 5 TUF , RGB, PWM - 120mm","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
"Scythe SCMG-5PCGH Mugen 5 ""PCGH Edition""","1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
Scythe SCMGD-1000 Mugen MAX  - 140mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Scythe SCNJ-4000 Ninja 4 - 120mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Scythe SCNJ-5000 Ninja 5  - 120mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
Scythe SCSK-1100 Shuriken Rev.2,"1150, 1151, 1155, 1156, 1366, 478, 754, 775, 939, 940, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
Scythe Shuriken 2 - 92mm,"1200, 1150, 1151, 1155, 1156, 1366, 775, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1",Air
Scythe Tatsumi für Intel,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, AM4",Air
SILVERSTONE AR01 120mm Sleeve,"FM2,FM1,AM3,AM2, 1150,2011,1366,1156,1155,775",Air
SILVERSTONE AR02 92mm Hypro Bearing,"FM2,FM1,AM3,AM2, 1150,2011,1366,1156,1155,775",Air
SILVERSTONE AR03 120mm Sleeve,"K8 , AM2 , AM2+ , AM3 ,  775 ,  1150 ,   1156 ,  1366",Air
SILVERSTONE AR07 140mm Long life sleeve,"775,1150,1151,1155,1156,1366,2011,2011-V3, AM2,AM3,FM1,FM2",Air
SILVERSTONE AR08 140mm Long life sleeve,"775,1150,1151,1155,1156,1366,2011,2011-V3,AM2,AM3,FM1,FM2",Air
SilverStone AR12-TUF,"1152, 2066, 2011, 1700, 1366, 1200, 1150,1151,1155,1156, 1150, 1151, 1155, 1156, 775, AM5, AM4, AM3, AM2, FM2, FM1",Air
SilverStone Argon,"2066, 2011, 1366, 1200, 1150, 1152, 1151, 1155, 1156, AM5, AM4, AM3, AM2, FM2, FM1",Air
SilverStone Argon Series AR04 Low Profile  with 80mm Fan for Socket LGA1150/1156/1155,"1150,1151,1155,1156",Air
"SilverStone Argon Series AR05 Rifle Bearing  with 92mm Fan for Socket LGA1155/1156/1150, AM2/AM3/FM1/FM2","1155,1156,1150, AM2,AM3,FM1,FM2",Air
"SilverStone Argon Series AR06 Rifle Bearing  with 92mm Fan for Socket LGA1155/1156/1150, AM2/AM3/FM1/FM2","1155,1156,1150, AM2,AM3,FM1,FM2",Air
Silverstone Argon SST-AR01  - 120mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 775, AM2, AM3, FM1, FM2, FM2+",Air
Silverstone Argon SST-AR01-V2  - 120mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
Silverstone Argon SST-AR01-V3  - 120mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2",Air
Silverstone Argon SST-AR02  - 92mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 775, AM2, AM3, FM1, FM2, FM2+",Air
Silverstone Argon SST-AR02-V2  - 92mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
Silverstone Argon SST-AR03  - 120mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Silverstone Argon SST-AR03-V2  - 120mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
Silverstone Argon SST-AR04 (only Thin-Mini-ITX),"1150, 1151, 1155, 1156",Air
Silverstone Argon SST-AR05  - 92mm,"1150, 1151, 1155, 1156, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Silverstone Argon SST-AR06  - 92mm,"1150, 1151, 1155, 1156, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Silverstone Argon SST-AR11  - 92mm,"1150, 1151, 1155, 1156",Air
SILVERSTONE HE02,"FM2,FM1,AM3,AM2, 1150,2011,1366,1156,1155,775",Air
Silverstone Hydrogon D120-ARGB,"1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, 775, AM4, AM3, AM2, FM2, FM1",Air
"Silverstone IceGem 280 , ARGB - 280 mm","1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM4, AM3, AM2, FM2, FM1, sTRX4, TR4",AIO
"Silverstone Nitrogon NT08-115X-V2 , PWM - 92mm","1150, 1151, 1155, 1156",Air
"Silverstone Nitrogon NT09-115X , PWM - 92 mm","1150, 1151, 1155, 1156",Air
Silverstone Nitrogon SST-NT07-115X Low Profile,"1150, 1151, 1155, 1156",Air
SILVERSTONE NT07-115X 80mm,"1150 , 1155 , 1156",Air
SILVERSTONE NT09-115X 92mm,"1156,1155,1150,1151",Air
"Silverstone Permafrost PF240-ARGB V2,  - 240 mm","1700, 1200, 1150, 1151, 1155, 1156, 2011, 2066, AM4, AM3, AM2, FM2, FM1",AIO
"Silverstone Permafrost PF240W-ARGB, V2 , white - 240 mm","1700, 1200, 1150, 1151, 1155, 1156, 2011, 2066, AM4, AM3, AM2, FM2, FM1",AIO
"Silverstone Permafrost PF360-ARGB, V2  - 360 mm","1700, 1200, 1150, 1151, 1155, 1156, 2011, 2066, AM4, AM3, AM2, FM2, FM1",AIO
"Silverstone Permafrost PF360-ARGB, V2 , white - 360 mm","1700, 1200, 1150, 1151, 1155, 1156, 2011, 2066, AM4, AM3, AM2, FM2, FM1",AIO
"Silverstone PF360W-ARGB , 360mm - white","1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, 775, AM4, AM3, AM2, FM2, FM1",AIO
Silverstone SST-AR01-V2.1 - Argon Processor Kühler - 120mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
Silverstone SST-AR07  - 140 mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Silverstone SST-AR07-V2  - 140 mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
Silverstone SST-AR08  - 92 mm,"1150, 1151, 1155, 1156, 2011, 2011-V3, 775, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",Air
Silverstone SST-AR08-V2  - 92 mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
SILVERSTONE SST-AR09-115XP 60mm 2 Ball,"1151 ,  1150 , 1155 , 1156",Air
SILVERSTONE SST-AR09-115XS 60mm 2 Ball,"1151 ,  1150 , 1155 , 1156",Air
Silverstone SST-AR09-1700,1700,Air
SilverStone SST-AR09-AM4 Processor Kühler für 2U Server - AMD AM4,"AM5, AM4",Air
SILVERSTONE SST-AR10-115XP 70mm 2 Ball,"1151 ,  1150 , 1155 , 1156",Air
SILVERSTONE SST-AR10-115XS 70mm 2 Ball,"1151 ,  1150 , 1155 , 1156",Air
Silverstone SST-HE01 Heligon,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Silverstone SST-HE01-V2 - Heligon Processor Kühler - 140mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM4, FM1, FM2",Air
Silverstone SST-HE02-V2 Heligon,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
SilverStone SST-HYD120-ARGB-V2,"2066, 2011, 1700, 1366, 1200, 1150, 1151, 1155, 1156, 775, AM4, AM3, AM2, FM2, FM1",Air
SilverStone SST-HYH90-ARGB - Hydrogon Processor Kühler,"2066, 2011, 1700, 1200, 1150, 1152, 1151, 1155, 1156, AM5, AM4",Air
Silverstone SST-IG240P-ARGB,"1200, SP3, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM2, AM3, AM4, FM1, FM2, TR4, sTRX4",AIO
Silverstone SST-IG360-ARGB,"1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, AM2, AM3, AM4, FM1, FM2, TR4, sTRX4",AIO
"Silverstone SST-KR01 - Kryton Processor Kühler, Low Profile - 80mm","AM2, AM3, AM3+, AM4, FM1, FM2",Air
Silverstone SST-KR02 - Kryton Processor Kühler - 92mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066",Air
SilverStone SST-KR03 - Kryton Processor Kühler,"1366, 1200, 1150, 1152, 1151, 1155, 1156, 775, AM5, AM4, AM3, AM2, FM2, FM1",Air
Silverstone SST-NT06-PRO Nitrogon,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Silverstone SST-NT06-PRO-V2 Nitrogon  - 120 mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",Air
SilverStone SST-NT07-1700 Low Profile,1700,Air
Silverstone SST-NT07-AM2,"AM2, AM3, AM3+, FM1, FM2, FM2+",Air
Silverstone SST-NT08-115XP  - 80 mm,"1150, 1151, 1155, 1156",Air
SilverStone SST-NT09-1700 - Nitrogon Processor Kühler - 92mm,1700,Air
Silverstone SST-PF120-ARGB  - 120 mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",AIO
"Silverstone SST-PF120-ARGB-V2,  - 120 mm","1700, 1200, 1150, 1151, 1155, 1156, 2011, 2066, AM4, AM3, AM2, FM2, FM1",AIO
Silverstone SST-PF240-ARGB  - 240 mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",AIO
Silverstone SST-PF360-ARGB  - 360 mm,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",AIO
Silverstone SST-TD02-Slim Tundra,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 775, AM2, AM3, AM3+, AM4, FM1, FM2",AIO
Silverstone SST-XE01-2011 - Xenon Processor Passiv Kühler - Intel LGA2011/2066,"2011, 2011-V3, 2066",Air
Silverstone SST-XE02-2011 - Xenon Processor Kühler für 2U Server - Intel LGA2011/2066,"2011, 2011-V3, 2066",Air
Silverstone SST-XE02-2066 Xeon- für 2U-Server - Intel LGA2011 / 2066,"2011, 2066",Air
Silverstone SST-XE02-3647N Xeon- für 2U Server - Intel LGA 3647,3647,Air
Silverstone SST-XE02-3647S Xeon- für 2U-SFF-Server - Intel LGA 3647,3647,Air
SilverStone SST-XE02-4677 - Xeon Processor Kühler für 2U Server - Intel LGA 4677,4677,Air
SilverStone SST-XE04-2066 - Processor Kühler für 4 U Server - Intel LGA2011/2066,"2066, 2011",Air
Silverstone SST-XE04-4189B,4189,Air
SilverStone SST-XE04-4677 - Xeon Processor Kühler für 4U Server - Intel LGA4677,4677,Air
