name,chipset,vram,tdp
MSI GeForce GTX 1080 Ti Gaming X 11G,GeForce GTX 1080 Ti,11,250
MSI GeForce GTX 1080 Ti Gaming X Trio,GeForce GTX 1080 Ti,11,250
MSI GeForce GTX 1080 Ti Sea Hawk EK X,GeForce GTX 1080 Ti,11,250
MSI GeForce GTX 1080 Ti Sea Hawk X,GeForce GTX 1080 Ti,11,250
MSI GeForce GTX 1650 Aero ITX 4G OC,GeForce GTX 1650 (4GB),4,75
MSI GeForce GTX 1650 Aero ITX OCV1,GeForce GTX 1650 (4GB),4,75
MSI GeForce GTX 1650 Gaming X,GeForce GTX 1650 (4GB),4,75
"MSI GeForce GTX 1650 Gaming X 4G, 4096 MB GDDR5",GeForce GTX 1650 (4GB),4,75
MSI GeForce GTX 1650 Super Gaming X,GeForce GTX 1650 Super,4,100
MSI GeForce GTX 1650 Ventus XS 4G OC,GeForce GTX 1650 (4GB),4,75
MSI GeForce GTX 1650 Ventus XS OCV1,GeForce GTX 1650 (4GB),4,75
MSI GeForce GTX 1660 Gaming X,GeForce GTX 1660 (6GB),6,130
MSI GeForce GTX 1660 Super Aero ITX OC,GeForce GTX 1660 Super,6,125
MSI GeForce GTX 1660 Super Gaming X,GeForce GTX 1660 Super,6,125
MSI GeForce GTX 1660 Super Ventus XS OC,GeForce GTX 1660 Super,6,125
MSI GeForce GTX 1660 Ti Armor 6G OC,GeForce GTX 1660 Ti (6GB),6,130
MSI GeForce GTX 1660 Ti Gaming X 6G,GeForce GTX 1660 Ti (6GB),6,130
MSI GeForce GTX 1660 Ti Ventus XS 6G,GeForce GTX 1660 Ti (6GB),6,120
MSI GeForce GTX 750 Ti 2GD5TLP,GeForce GTX 750 Ti,2,60
MSI Geforce RTX 2060 Super Gaming X,GeForce RTX 2060 Super,8,175
MSI GeForce RTX 2060 Ventus GP 6G OC,GeForce RTX 2060 (6GB),6,160
MSI GeForce RTX 2070 Aero 8G,GeForce RTX 2070,8,175
MSI GeForce RTX 2070 Armor 8G,GeForce RTX 2070,8,175
MSI GeForce RTX 2070 Armor 8G OC,GeForce RTX 2070,8,185
MSI GeForce RTX 2070 Gaming Z 8G,GeForce RTX 2070,8,225
MSI Geforce RTX 2070 Super Gaming X Trio,GeForce RTX 2070 Super,8,215
MSI GeForce RTX 2080 Duke 8G OC,GeForce RTX 2080,8,225
MSI GeForce RTX 2080 Gaming X Trio,GeForce RTX 2080,8,225
MSI Geforce RTX 2080 Super Gaming X Trio,GeForce RTX 2080 Super,8,250
MSI GeForce RTX 2080 Ti Duke 11G OC,GeForce RTX 2080 Ti,11,260
MSI GeForce RTX 2080 Ti Gaming X Trio,GeForce RTX 2080 Ti,11,250
MSI GeForce RTX 2080 Ti Gaming Z Trio,GeForce RTX 2080 Ti,11,300
MSI GeForce RTX 3050 Low Profile OC,GeForce RTX 3050 (6GB),6,70
MSI GeForce RTX 3050 Ventus 2X 6G OC,GeForce RTX 3050 (6GB),6,70
MSI GeForce RTX 3060 Aero ITX 12G OC,GeForce RTX 3060,12,170
MSI GeForce RTX 3080 Gaming Z Trio 12GB LHR,GeForce RTX 3080 (12GB),12,390
MSI GeForce RTX 3080 Suprim X 12G LHR,GeForce RTX 3080 (12GB),12,390
MSI GeForce RTX 3080 Ventus 3X Plus 12G OC LHR,GeForce RTX 3080 (12GB),12,390
MSI GT 710 Low Profile,GeForce GT 710,2,10
MSI GTX 950 OC,GeForce GTX 950,2,90
MSI R9 280X Gaming,Radeon R9 280X,3,250
MSI R9 380 Gaming,Radeon R9 380,4,190
MSI Radeon RX 460 2G OC,Radeon RX 460 (2GB),2,75
MSI Radeon RX 460 4G OC,Radeon RX 460 (4GB),4,84
MSI Radeon RX 550 Aero ITX 2G OC,Radeon RX 550,2,50
MSI Radeon RX 5500 XT Gaming X,Radeon RX 5500 XT (8GB),8,140
MSI Radeon RX 560 Aero ITX 4G OC,Radeon RX 560,4,90
MSI Radeon RX 5600 XT Gaming X,Radeon RX 5600 XT (6GB),6,150
MSI Radeon RX 5600 XT Mech OC,Radeon RX 5600 XT (6GB),6,150
MSI Radeon RX 570 Armor 4G OC,Radeon RX 570 (4GB),4,120
MSI Radeon RX 570 Gaming X 4G,Radeon RX 570 (4GB),4,120
MSI Radeon RX 5700,Radeon RX 5700,8,180
MSI Radeon RX 5700 XT,Radeon RX 5700 XT,8,225
MSI Radeon RX 5700 XT Gaming X,Radeon RX 5700 XT,8,225
MSI Radeon RX 580 Armor 4G OC,Radeon RX 580 (4GB),4,185
MSI Radeon RX 580 Armor 8G OC,Radeon RX 580 (8GB),8,150
MSI Radeon RX 580 Gaming X 4G,Radeon RX 580 (4GB),4,185
MSI Radeon RX 580 Gaming X 8G,Radeon RX 580 (8GB),8,185
MSI Radeon RX 580 Gaming X+ 8G,Radeon RX 580 (8GB),8,185
MSI Radeon RX 6400 Aero ITX,Radeon RX 6400,4,53
MSI Radeon RX Vega 64 8G,Radeon RX Vega 64,8,300
MSI Radeon RX Vega 64 Wave 8G,Radeon RX Vega 64,8,300
MSI Radeon VII 16G,Radeon VII,16,300
Palit GeForce GTX 1050 StormX,GeForce GTX 1050,2,75
Palit GeForce GTX 1050 Ti KalmX,GeForce GTX 1050 Ti,4,75
Palit GeForce GTX 1050 Ti StormX,GeForce GTX 1050 Ti,4,75
Palit GeForce GTX 1060 Dual,GeForce GTX 1060 (6GB),6,120
Palit GeForce GTX 1060 Dual,GeForce GTX 1060 (3GB),3,120
Palit GeForce GTX 1060 JetStream,GeForce GTX 1060 (6GB),6,120
Palit GeForce GTX 1060 StormX,GeForce GTX 1060 (6GB),6,120
Palit GeForce GTX 1060 Super JetStream,GeForce GTX 1060 (6GB),6,120
Palit GeForce GTX 1060 Super JetStream,GeForce GTX 1060 (3GB),3,120
Palit GeForce GTX 1070 Dual,GeForce GTX 1070,8,150
Palit GeForce GTX 1070 GameRock,GeForce GTX 1070,8,150
Palit GeForce GTX 1070 GameRock Premium Edition,GeForce GTX 1070,8,150
Palit GeForce GTX 1070 JetStream,GeForce GTX 1070,8,150
Palit GeForce GTX 1070 Super JetStream,GeForce GTX 1070,8,150
Palit GeForce GTX 1080 GameRock,GeForce GTX 1080,8,180
Palit GeForce GTX 1080 GameRock Premium Edition,GeForce GTX 1080,8,180
Palit GeForce GTX 1080 JetStream,GeForce GTX 1080,8,180
Palit GeForce GTX 1080 Super JetStream,GeForce GTX 1080,8,180
Palit GeForce GTX 1080 Ti Founders Edition,GeForce GTX 1080 Ti,11,250
Palit GeForce GTX 1080 Ti GameRock,GeForce GTX 1080 Ti,11,250
Palit GeForce GTX 1080 Ti GameRock Premium Edition,GeForce GTX 1080 Ti,11,250
Palit GeForce GTX 1080 Ti JetStream,GeForce GTX 1080 Ti,11,250
Palit GeForce GTX 1080 Ti Super JetStream,GeForce GTX 1080 Ti,11,250
Palit GeForce GTX 1660 Ti StormX 6G,GeForce GTX 1660 Ti (6GB),6,120
Palit GeForce GTX 1660 Ti StormX OC 6G,GeForce GTX 1660 Ti (6GB),6,120
Palit GeForce GTX 750 Ti KalmX,GeForce GTX 750 Ti,2,60
Palit GeForce RTX 2070 Gaming Pro OC,GeForce RTX 2070,8,220
Palit GeForce RTX 2080 Gaming Pro,GeForce RTX 2080,8,225
Palit GeForce RTX 2080 Gaming Pro OC,GeForce RTX 2080,8,225
Palit GeForce RTX 2080 Ti Gaming Pro,GeForce RTX 2080 Ti,11,260
Palit GeForce RTX 2080 Ti Gaming Pro OC,GeForce RTX 2080 Ti,11,260
PNY GeForce GT 1030,GeForce GT 1030,2,30
PNY GeForce GTX 1050 Ti XLR8 Gaming OC,GeForce GTX 1050 Ti,4,75
PNY GeForce GTX 1050 Ti XLR8 OC Gaming,GeForce GTX 1050 Ti,4,75
PNY GeForce GTX 1060 XLR8 Gaming OC,GeForce GTX 1060 (6GB),6,120
PNY GeForce GTX 1070 XLR8 OC Gaming,GeForce GTX 1070,8,150
PNY GeForce GTX 1070 XLR8 OC Gaming Dual Fan,GeForce GTX 1070,8,150
PNY GeForce GTX 1080 Ti Custom Design,GeForce GTX 1080 Ti,11,250
PNY GeForce GTX 1080 Ti Founders Edition,GeForce GTX 1080 Ti,11,250
PNY GeForce GTX 1080 Ti XLR8 OC Gaming,GeForce GTX 1080 Ti,11,250
PNY GeForce GTX 1080 XLR8 OC Gaming,GeForce GTX 1080,8,180
PNY GeForce GTX 1660 Ti XLR8 Gaming OC,GeForce GTX 1660 Ti (6GB),6,120
PNY GeForce RTX 2060 SUPER XRL8 OC Twin Fan,GeForce RTX 2060 Super,8,175
PNY GeForce RTX 2070 XLR8 Gaming OC,GeForce RTX 2070,8,185
PNY GeForce RTX 2080 Ti Blower,GeForce RTX 2080 Ti,11,260
PNY GeForce RTX 2080 Ti XLR8 Gaming OC,GeForce RTX 2080 Ti,11,260
PNY GeForce RTX 2080 XLR8 Gaming OC Triple Fan,GeForce RTX 2080,8,225
PNY GeForce RTX 2080 XLR8 Gaming OC Twin Fan,GeForce RTX 2080,8,225
PowerColor R9 Fury X,Radeon R9 Fury X,4,275
PowerColor Radeon RX 460 Red Dragon,Radeon RX 460 (4GB),4,75
PowerColor Radeon RX 460 Red Dragon,Radeon RX 460 (2GB),2,75
PowerColor Radeon RX 570 Red Devil,Radeon RX 570 (4GB),4,120
PowerColor Radeon RX 570 Red Dragon,Radeon RX 570 (4GB),4,120
PowerColor Radeon RX 5700 XT,Radeon RX 5700 XT,8,225
PowerColor Radeon RX 580 Red Devil,Radeon RX 580 (8GB),8,185
PowerColor Radeon RX 580 Red Devil Golden Sample,Radeon RX 580 (8GB),8,185
PowerColor Radeon RX 580 Red Dragon,Radeon RX 580 (8GB),8,185
PowerColor Radeon RX 580 Red Dragon V2,Radeon RX 580 (8GB),8,185
PowerColor Radeon RX Vega 64,Radeon RX Vega 64,8,300
PowerColor Radeon RX Vega 64 Limited Edition,Radeon RX Vega 64,8,300
PowerColor Radeon RX Vega 64 Liquid,Radeon RX Vega 64,8,300
PowerColor Radeon RX Vega 64 Red Devil,Radeon RX Vega 64,8,300
PowerColor Radeon VII,Radeon VII,16,300
Sapphire HD 5850 Toxic,Radeon HD 5850,1,170
Sapphire HD 6870 Toxic,Radeon HD 6870,1,151
Sapphire HD 7770 GHz Edition,Radeon HD 7770,1,80
Sapphire HD 7870 GHDual-X OC,Radeon HD 7870,2,175
Sapphire Nitro+ Radeon RX 5500 XT 8GB Special Edition,Radeon RX 5500 XT (8GB),8,140
Sapphire Nitro+ Radeon RX 570 4G,Radeon RX 570 (4GB),4,120
Sapphire Nitro+ Radeon RX 570 8G,Radeon RX 570 (8GB),8,120
Sapphire Nitro+ Radeon RX 5700 XT,Radeon RX 5700 XT,8,225
Sapphire Nitro+ Radeon RX 5700 XT 8G Special Edition,Radeon RX 5700 XT,8,225
Sapphire Nitro+ Radeon RX 5700 XT BE,Radeon RX 5700 XT,8,250
Sapphire Nitro+ Radeon RX 580 4G,Radeon RX 580 (4GB),4,185
Sapphire Nitro+ Radeon RX 580 8G,Radeon RX 580 (8GB),8,185
Sapphire Nitro+ Radeon RX 580 8G Limited Edition,Radeon RX 580 (8GB),8,185
Sapphire Nitro+ Radeon RX 580 8G Special Edition,Radeon RX 580 (8GB),8,185
Sapphire Nitro+ Radeon RX 590 8G 50th Anniversary,Radeon RX 590,8,235
Sapphire Nitro+ Radeon RX 590 8G G,Radeon RX 590,8,175
Sapphire Nitro+ Radeon RX 590 8G OC,Radeon RX 590,8,250
Sapphire Nitro+ Radeon RX 590 8G Special Edition,Radeon RX 590,8,175
Sapphire Nitro+ Radeon RX Vega 56,Radeon RX Vega 56,8,250
Sapphire Nitro+ Radeon RX Vega 64,Radeon RX Vega 64,8,300
Sapphire Pulse Radeon RX 550 2G,Radeon RX 550,2,50
Sapphire Pulse Radeon RX 550 4G,Radeon RX 550,4,50
Sapphire Pulse Radeon RX 5500 XT,Radeon RX 5500 XT (4GB),4,140
Sapphire Pulse Radeon RX 5500 XT,Radeon RX 5500 XT (8GB),8,140
Sapphire Pulse Radeon RX 560 14CU 2G,Radeon RX 560,2,75
Sapphire Pulse Radeon RX 560 16CU 2G,Radeon RX 560,2,90
Sapphire Pulse Radeon RX 560 16CU 4G,Radeon RX 560,4,90
Sapphire Pulse Radeon RX 5600 XT,Radeon RX 5600 XT (6GB),6,150
Sapphire Pulse Radeon RX 570 4G,Radeon RX 570 (4GB),4,120
Sapphire Pulse Radeon RX 570 Mini 4G,Radeon RX 570 (4GB),4,120
Sapphire Pulse Radeon RX 5700,Radeon RX 5700,8,180
Sapphire Pulse Radeon RX 5700 XT,Radeon RX 5700 XT,8,225
Sapphire Pulse Radeon RX 5700 XT BE,Radeon RX 5700 XT,8,241
Sapphire Pulse Radeon RX 580 4G,Radeon RX 580 (4GB),4,185
Sapphire Pulse Radeon RX 580 8G,Radeon RX 580 (8GB),8,185
Sapphire Pulse Radeon RX 6400 Gaming,Radeon RX 6400,4,55
Sapphire Pulse Radeon RX 9070 Gaming OC,Radeon RX 9070,16,
Sapphire Pulse Radeon RX Vega 56,Radeon RX Vega 56,8,250
Sapphire R7 260X,Radeon R7 260X,2,116
Sapphire R7 370 Nitro,Radeon R7 370,4,150
Sapphire R9 290,Radeon R9 290,4,300
Sapphire R9 290X Tri-X OC,Radeon R9 290X,4,300
Sapphire R9 Fury Nitro,Radeon R9 Fury,4,275
Sapphire R9 Nano,Radeon R9 Nano,4,175
Sapphire R9 Nitro 390,Radeon R9 390,8,375
Sapphire Radeon HD 5770 Eyefinity,Radeon HD 5770,1,108
Sapphire Radeon HD 5870 Toxic,Radeon HD 5870,2,188
Sapphire Radeon HD 5970,Radeon HD 5970,2,294
Sapphire Radeon HD 6850,Radeon HD 6850,1,151
Sapphire Radeon HD 6950,Radeon HD 6950,2,200
Sapphire Radeon HD 6970 Dual Fan,Radeon HD 6970,2,250
Sapphire Radeon HD 6990,Radeon HD 6990,2,375
Sapphire Radeon RX 460 2G,Radeon RX 460 (2GB),2,75
Sapphire Radeon RX 460 Nitro 4G,Radeon RX 460 (4GB),4,75
Sapphire Radeon RX 5700,Radeon RX 5700,8,180
Sapphire Radeon RX 5700 XT,Radeon RX 5700 XT,8,225
Sapphire Radeon RX Vega 56,Radeon RX Vega 56,8,250
Sapphire Radeon RX Vega 64,Radeon RX Vega 64,8,300
Sapphire Radeon RX Vega 64 Liquid Cooling,Radeon RX Vega 64,8,300
Sapphire Radeon VII,Radeon VII,16,300
Sapphire Toxic Radeon RX 6900 XT AIO Cooled,Radeon RX 6900 XT,16,
Sparkle GTX 460,GeForce GTX 460,0.7,150
XFX Double D HD 7850,Radeon HD 7850,2,130
XFX HD 7750,Radeon HD 7750,1,55
XFX HD 7790 OC,Radeon HD 7790,1,85
XFX Radeon RX 460 Dual Fan,Radeon RX 460 (4GB),4,75
XFX Radeon RX 460 Dual Fan,Radeon RX 460 (2GB),2,75
XFX Radeon RX 460 Passive Heatsink Edition,Radeon RX 460 (2GB),2,75
XFX Radeon RX 460 Passive Heatsink Edition,Radeon RX 460 (4GB),4,75
XFX Radeon RX 460 Single Fan,Radeon RX 460 (2GB),2,75
XFX Radeon RX 460 Single Fan,Radeon RX 460 (4GB),4,75
XFX Radeon RX 460 Single Slot,Radeon RX 460 (2GB),2,75
XFX Radeon RX 460 Single Slot,Radeon RX 460 (4GB),4,75
XFX Radeon RX 550 Single Fan,Radeon RX 550,2,65
XFX Radeon RX 550 Single Fan,Radeon RX 550,4,65
XFX Radeon RX 570 RS Core Edition,Radeon RX 570 (4GB),4,120
XFX Radeon RX 580 GTR-S Black Edition,Radeon RX 580 (8GB),8,185
XFX Radeon RX 580 GTS Black Edition,Radeon RX 580 (8GB),8,185
XFX Radeon RX 580 GTS Core Edition,Radeon RX 580 (8GB),8,185
XFX Radeon RX 580 GTS Core Edition,Radeon RX 580 (4GB),4,185
"ZOTAC GAMING GeForce GTX 1650 OC, 4096 MB GDDR5",GeForce GTX 1650 (4GB),4,75
ZOTAC GAMING GeForce GTX 1650 Super Twin Fan,GeForce GTX 1650 Super,4,100
ZOTAC GAMING GeForce GTX 1660 AMP! Edition,GeForce GTX 1660 (6GB),6,130
ZOTAC GAMING GeForce GTX 1660 Super AMP! Edition,GeForce GTX 1660 Super,6,125
ZOTAC GAMING GeForce GTX 1660 Super Twin Fan,GeForce GTX 1660 Super,6,125
ZOTAC GAMING GeForce GTX 1660 Ti,GeForce GTX 1660 Ti (6GB),6,120
ZOTAC GAMING GeForce GTX 1660 Ti AMP!,GeForce GTX 1660 Ti (6GB),6,130
ZOTAC GAMING GeForce GTX 1660 Twin Fan,GeForce GTX 1660 (6GB),6,120
ZOTAC GAMING GeForce RTX 2060,GeForce RTX 2060 (6GB),6,160
ZOTAC GAMING GeForce RTX 2060 AMP! Edition,GeForce RTX 2060 (6GB),6,170
ZOTAC GAMING GeForce RTX 2060 Super AMP! Edition,GeForce RTX 2060 Super,8,175
ZOTAC GAMING GeForce RTX 2060 Super AMP! Extreme Edition,GeForce RTX 2060 Super,8,175
ZOTAC GAMING GeForce RTX 2060 Super Mini Edition,GeForce RTX 2060 Super,8,175
ZOTAC GAMING GeForce RTX 2060 Twin Fan,GeForce RTX 2060 (6GB),6,160
ZOTAC GAMING GeForce RTX 2070 AMP! Edition,GeForce RTX 2070,8,225
ZOTAC GAMING GeForce RTX 2070 Super AMP! Edition,GeForce RTX 2070 Super,8,215
ZOTAC GAMING GeForce RTX 2070 Super AMP! Extreme Edition,GeForce RTX 2070 Super,8,215
ZOTAC GAMING GeForce RTX 2070 Super Edition,GeForce RTX 2070 Super,8,215
ZOTAC GAMING GeForce RTX 2070 Super Mini Edition,GeForce RTX 2070 Super,8,215
ZOTAC GAMING GeForce RTX 2080 AMP! Edition,GeForce RTX 2080,8,225
ZOTAC GAMING GeForce RTX 2080 Blower,GeForce RTX 2080,8,225
ZOTAC GAMING GeForce RTX 2080 Super AMP,GeForce RTX 2080 Super,8,250
ZOTAC GAMING GeForce RTX 2080 Super AMP Extreme,GeForce RTX 2080 Super,8,250
ZOTAC GAMING GeForce RTX 2080 Super Triple Fan,GeForce RTX 2080 Super,8,250
ZOTAC GAMING GeForce RTX 2080 Super Twin Fan,GeForce RTX 2080 Super,8,250
ZOTAC GAMING GeForce RTX 2080 Ti AMP! Edition,GeForce RTX 2080 Ti,11,285
ZOTAC GAMING GeForce RTX 2080 Ti Arctic Storm. 11264 MB GDDR6,GeForce RTX 2080 Ti,11,300
ZOTAC GAMING GeForce RTX 2080 Ti Blower,GeForce RTX 2080 Ti,11,250
ZOTAC GAMING GeForce RTX 2080 Ti Triple Fan,GeForce RTX 2080 Ti,11,260
ZOTAC GAMING GeForce RTX 2080 Ti Twin Fan,GeForce RTX 2080 Ti,11,285
ZOTAC GAMING GeForce RTX 3080 AMP Holo LHR,GeForce RTX 3080 (12GB),12,350
ZOTAC GAMING GeForce RTX 3080 AMP! Extreme Holo LHR,GeForce RTX 3080 (12GB),12,390
ZOTAC GAMING GeForce RTX 3080 Trinity LHR,GeForce RTX 3080 (12GB),12,350
ZOTAC GAMING GeForce RTX 3080 Trinity OC LHR,GeForce RTX 3080 (12GB),12,350
ZOTAC GAMING GeForce RTX 4060 Ti AMP SPIDER-MAN™ Across the Spider-Verse,GeForce RTX 4060 Ti (16GB),16,165
"ZOTAC GAMING GeForce RTX 5060 Ti Twin Edge, 16384 MB GDDR7",GeForce RTX 5060 Ti (16GB),16,
ZOTAC GAMING GeForce RTX 5070 Ti Solid Core,GeForce RTX 5070 Ti (16GB),16,300
ZOTAC GAMING GeForce RTX 5090 SOLID,GeForce RTX 5090 (32GB),32,650
ZOTAC GeForce GT 1030,GeForce GT 1030,2,30
ZOTAC GeForce GTX 1050 Mini,GeForce GTX 1050,2,75
ZOTAC GeForce GTX 1050 Ti Mini,GeForce GTX 1050 Ti,4,75
ZOTAC GeForce GTX 1050 Ti OC,GeForce GTX 1050 Ti,4,75
ZOTAC GeForce GTX 1060 AMP! Edition,GeForce GTX 1060 (6GB),6,120
ZOTAC GeForce GTX 1060 AMP!+ 9 Gbps,GeForce GTX 1060 (6GB),6,120
ZOTAC GeForce GTX 1060 Mini,GeForce GTX 1060 (3GB),3,120
ZOTAC GeForce GTX 1060 Mini,GeForce GTX 1060 (6GB),6,120
ZOTAC GeForce GTX 1070 AMP! Extreme Edition,GeForce GTX 1070,8,150
ZOTAC GeForce GTX 1070 Founders Edition,GeForce GTX 1070,8,150
ZOTAC GeForce GTX 1070 Mini,GeForce GTX 1070,8,150
ZOTAC GeForce GTX 1070 Ti AMP! Edition,GeForce GTX 1070 Ti,8,180
ZOTAC GeForce GTX 1070 Ti AMP! Extreme Edition,GeForce GTX 1070 Ti,8,180
ZOTAC GeForce GTX 1070 Ti Mini,GeForce GTX 1070 Ti,8,180
ZOTAC GeForce GTX 1080 AMP! Extreme Edition,GeForce GTX 1080,8,180
ZOTAC GeForce GTX 1080 AMP! Extreme+ 11 Gbps,GeForce GTX 1080,8,180
ZOTAC GeForce GTX 1080 Founders Edition,GeForce GTX 1080,8,180
ZOTAC GeForce GTX 1080 Mini,GeForce GTX 1080,8,180
ZOTAC GeForce GTX 1080 Ti AMP! Edition,GeForce GTX 1080 Ti,11,250
ZOTAC GeForce GTX 1080 Ti AMP! Extreme Core,GeForce GTX 1080 Ti,11,250
ZOTAC GeForce GTX 1080 Ti AMP! Extreme Edition,GeForce GTX 1080 Ti,11,250
ZOTAC GeForce GTX 1080 Ti Arctic Storm,GeForce GTX 1080 Ti,11,250
ZOTAC GeForce GTX 1080 Ti Arctic Storm Mini,GeForce GTX 1080 Ti,11,250
ZOTAC GeForce GTX 1080 Ti Blower,GeForce GTX 1080 Ti,11,250
ZOTAC GeForce GTX 1080 Ti Founders Edition,GeForce GTX 1080 Ti,11,250
ZOTAC GeForce GTX 1080 Ti Mini,GeForce GTX 1080 Ti,11,250
